limit_balance,sex,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,education_level,degree,default_payment_next_month
140000,2,1,30,0,0,0,0,0,0,2000,2000,2000,1000,1000,600,21593,17636,17800,14869,12895,12833,2,university,0
20000,2,1,37,0,0,0,0,0,0,1263,1630,1529,1200,2000,742,19326,20240,17800,18699,17770,48321,2,university,0
470000,2,3,33,0,0,0,0,0,0,6400,7566,3000,960,1000,3000,165254,157784,162702,69923,29271,29889,3,high school,0
60000,2,1,63,0,0,0,0,0,0,5000,2156,3017,2009,3000,3000,56285,56894,57006,28198,23888,24083,3,high school,0
50000,2,2,55,0,0,0,0,0,0,1936,3654,1038,1222,1217,946,47860,47294,45136,29378,29750,30327,3,high school,0
80000,1,1,29,0,0,0,0,0,0,2000,2051,1700,3000,10000,2200,42488,43805,45126,45775,48033,56981,3,high school,0
330000,2,1,55,0,0,0,0,0,0,5000,5200,6000,4300,5000,4000,21333,25915,25036,21804,19228,18799,3,high school,0
50000,2,2,25,0,0,0,0,0,0,2000,10003,5001,10032,10001,10005,33831,34763,41674,15066,14066,17043,3,high school,0
80000,1,2,28,-1,0,0,0,0,0,2000,2800,36000,2500,3000,5000,77701,19577,22033,57522,58939,60790,2,university,0
200000,2,2,37,0,0,0,0,0,0,4000,3250,3250,3500,3560,5000,105420,102870,89643,90938,92505,94031,1,graduate school,0
300000,2,1,30,0,0,0,0,0,0,3000,5000,2500,2500,3500,87000,93738,84636,88446,76244,67747,70389,1,graduate school,1
160000,2,1,29,0,0,-1,-1,0,0,1695,28800,839,26500,0,0,50989,25227,26666,839,26516,-150,1,graduate school,0
210000,2,2,30,0,0,0,0,0,0,4600,3789,3811,3465,3186,4389,87292,89534,89173,91489,93463,95021,1,graduate school,0
180000,1,1,63,0,0,0,0,0,0,7000,5500,4218,4500,5000,4000,157932,156847,130572,120464,109129,112273,1,graduate school,0
230000,2,2,28,0,0,0,0,0,0,2500,3013,4000,5006,3000,3000,45405,41630,38940,37150,36306,33563,1,graduate school,0
260000,2,2,28,0,0,0,0,0,0,8000,8000,9000,13000,12000,10000,39105,45868,44567,37437,41321,43970,1,graduate school,0
100000,1,2,27,0,0,0,0,0,0,3106,3000,2805,2739,3085,2958,82609,81989,82466,78234,75615,76849,2,university,0
250000,2,2,36,0,0,0,0,0,0,2741,1741,1824,1942,2100,1366,62131,63238,51547,48483,49553,49683,2,university,0
20000,1,1,35,0,0,0,0,0,-1,3013,1005,1000,3000,1650,0,17584,19819,11280,3680,4480,1650,2,university,0
270000,2,1,25,0,0,0,0,0,0,6061,6081,5072,5009,5254,4069,184560,178592,170225,156719,151716,153519,2,university,0
200000,2,2,27,0,0,0,0,0,0,4775,6579,4734,4368,4183,4227,125854,127843,131352,130884,132142,118084,2,university,0
50000,1,2,26,0,0,0,0,0,0,1728,2856,1276,605,627,633,47052,47874,40933,16603,16932,17287,2,university,0
50000,1,2,25,0,0,0,0,0,2,2000,2000,2000,5100,0,4000,29425,30932,32128,33588,38106,37364,2,university,0
130000,1,2,29,0,0,0,0,0,0,2626,8585,1620,698,725,843,58299,59352,51420,48140,34893,33986,2,university,0
140000,2,1,29,0,0,0,0,0,0,6029,30000,7981,3000,3000,3000,100064,95224,104440,88467,71519,63150,2,university,0
80000,2,1,29,0,0,0,0,0,0,2500,2500,2010,2000,2000,2000,63899,62048,49814,45292,43190,39457,2,university,1
70000,2,1,42,0,0,0,0,0,0,29500,2000,2000,2000,2000,1780,22068,30307,30570,31367,32163,32975,3,high school,0
80000,2,1,27,0,0,0,0,0,0,3028,1241,3010,2025,3500,26028,24003,21887,14799,6402,4950,4661,3,high school,1
20000,1,2,40,0,0,0,0,0,0,1500,1500,1000,1000,1000,1000,17180,17715,18841,18989,11583,11859,3,high school,0
260000,1,1,37,0,0,0,0,0,0,1485,1300,1229,1521,1728,1610,9801,11115,11930,12954,14246,15733,5,unknown,0
100000,1,2,30,2,0,0,0,0,0,3000,2100,2100,2300,2500,2500,53718,55851,56424,57584,58957,60317,1,graduate school,0
50000,1,2,37,2,0,0,0,0,2,1612,10000,1000,1820,0,696,11533,12951,22339,22669,24121,23540,1,graduate school,0
50000,1,1,48,2,0,0,0,0,0,3278,1880,1650,10000,1000,700,79262,40931,40892,41612,18825,18019,2,university,1
50000,1,1,40,2,0,0,0,0,0,1700,1700,2000,1500,1600,1600,37245,38324,39405,40748,41273,42206,3,high school,0
310000,2,1,44,-1,0,0,0,0,0,10000,56000,5000,4000,3300,5000,67423,67729,113788,106919,100656,93846,2,university,0
140000,1,2,55,0,0,0,0,0,0,2800,3000,2500,2350,2400,2400,65640,66998,68201,68866,65781,66850,1,graduate school,0
180000,1,1,42,0,0,0,0,0,0,5087,2891,3755,2941,3206,2837,124064,121847,82809,81755,81316,81206,1,graduate school,0
290000,1,1,56,0,0,0,0,0,0,10013,8501,15018,10001,7997,7624,222000,226917,415700,232732,220460,224780,1,graduate school,0
260000,2,1,38,0,0,0,0,0,0,10027,10107,20000,10000,10000,10000,256359,208852,192782,189886,196398,194568,1,graduate school,0
410000,2,2,31,0,0,0,0,0,0,15003,15877,30000,14250,9971,27380,134072,133604,133882,135954,134250,129971,1,graduate school,0
20000,2,2,24,0,0,0,0,0,0,1585,1700,1570,1000,1000,1000,19167,18925,18340,18317,18747,19328,1,graduate school,0
100000,1,2,32,0,0,0,0,0,0,2000,2000,2000,1700,1500,1500,26650,26127,26608,24689,25699,26809,1,graduate school,0
180000,2,1,27,0,0,0,0,0,0,5539,5741,5852,5881,7607,6135,152158,155181,158437,161664,164873,168344,1,graduate school,0
200000,2,2,28,0,0,0,0,0,0,4000,6000,6000,5000,5000,11500,106519,107255,111522,114171,115777,118749,1,graduate school,0
110000,1,2,24,0,0,0,0,0,0,2103,2005,2006,3006,3010,2013,44737,39590,39457,39075,39307,39564,2,university,1
80000,2,1,23,0,0,0,0,0,0,2756,1366,1000,1023,1093,700,72364,64105,45867,29713,30270,27912,2,university,0
130000,2,1,38,0,0,0,0,0,0,5400,3100,3100,3200,3000,3100,127626,128136,88423,90235,92154,85510,2,university,0
150000,1,1,29,0,0,0,0,0,0,30151,40104,10013,5083,1819,4793,46625,66174,81085,75300,77276,64065,2,university,0
60000,2,1,35,0,0,0,0,0,2,2000,4000,1197,3000,0,1400,27892,29438,32620,33274,35732,35008,2,university,0
50000,1,2,41,0,0,0,0,0,0,2000,3000,1729,1597,2000,1709,39369,40710,42736,43751,44619,45900,2,university,0
260000,2,1,27,0,0,0,0,0,0,5000,3000,3000,3000,5000,5000,71865,75459,77240,78856,80350,84040,2,university,0
50000,2,2,27,0,0,0,0,0,-2,1500,3000,4000,0,0,0,27314,28353,30299,33760,0,0,2,university,0
180000,2,1,38,0,0,0,0,0,0,7011,5657,10372,5000,5000,5000,151031,152510,151651,159019,123022,126075,2,university,0
50000,2,1,55,0,0,0,0,0,0,5856,3386,5411,5664,5761,3866,23605,27856,16386,15511,15664,19761,2,university,0
350000,1,1,39,0,0,0,0,0,0,6695,6958,6669,5596,5676,5487,179189,173622,171127,173283,169815,163058,2,university,0
240000,1,1,36,0,0,0,0,0,0,9700,8500,12036,8300,5000,5000,239003,227962,231284,239410,184094,101776,2,university,0
290000,2,1,31,0,0,0,0,0,0,10000,10490,6620,6700,7000,7150,284583,274119,275169,189354,193163,197303,2,university,0
110000,2,1,40,0,0,0,0,0,0,4438,76000,5000,4000,3000,5000,93466,87748,109517,107403,81794,78463,2,university,0
50000,2,1,40,0,0,0,0,0,0,2000,3000,3000,3000,2000,1000,31934,32711,34061,32672,32479,33431,2,university,1
80000,1,2,24,0,0,0,0,0,0,5041,4238,5051,3118,0,0,35926,32813,22638,18805,6058,0,2,university,0
200000,2,1,69,0,0,0,0,0,0,4000,3800,3802,4363,3500,3303,106878,100879,102998,105090,107718,88964,2,university,0
240000,1,1,44,0,0,0,0,0,0,7500,10006,7000,7000,8000,7000,199446,200899,205084,194800,183962,188496,2,university,0
130000,1,2,27,0,0,0,0,0,0,5578,4000,3863,3831,4136,5385,116646,113851,110317,108099,106028,104253,2,university,0
240000,1,1,34,0,0,0,0,0,0,6000,9583,6000,10000,4974,4820,133272,133373,138006,136195,140860,138787,2,university,0
400000,2,1,34,0,0,0,0,0,0,2988,3780,3000,3004,2988,2827,95390,95654,97702,98972,101154,102371,2,university,0
80000,2,1,35,0,0,0,0,0,0,3612,2830,2194,1797,2000,2000,81513,82816,74170,73609,46443,47231,2,university,0
140000,1,2,29,0,0,0,0,0,0,5000,3000,3000,10000,5000,2500,7307,11718,5280,8166,18002,22262,3,high school,0
40000,2,1,42,0,0,0,0,0,0,1658,1601,1587,1310,1510,2000,40285,40024,39706,36431,37154,37306,3,high school,1
20000,2,1,36,0,0,2,0,0,0,3150,0,800,850,660,650,21309,22693,20899,20014,19331,17176,3,high school,0
90000,2,2,24,2,0,0,2,0,0,4100,8245,0,3450,7200,0,89346,89466,93755,89706,89221,91596,2,university,1
210000,2,2,51,2,0,0,0,0,2,2007,2046,1764,3717,0,1885,42795,43787,44826,45544,48497,47591,3,high school,1
90000,1,2,24,0,0,0,0,0,-2,1546,1176,1000,0,0,0,35865,32764,25348,9580,0,0,4,others,0
200000,2,2,26,0,0,0,0,0,0,1502,1200,300,7000,8000,4000,18630,15996,16304,14973,20542,15810,1,graduate school,0
400000,2,2,39,0,0,0,0,0,0,13521,12374,11643,11868,18000,15000,404924,359634,360270,325340,328627,329948,1,graduate school,0
150000,2,2,30,0,0,0,0,0,0,8000,8000,5000,5000,5000,5000,141330,133582,125026,108358,110070,111654,1,graduate school,0
140000,2,2,28,0,0,0,0,0,0,5000,5000,3600,4000,4000,4000,115743,117357,112527,91802,94114,91201,1,graduate school,0
20000,2,2,24,0,0,0,0,0,0,2700,1400,1400,800,1783,1000,20933,22202,21867,21813,21228,21614,1,graduate school,1
80000,1,1,46,0,0,0,0,0,0,2000,1771,1715,4000,8697,0,48967,49850,50767,45721,49006,56275,1,graduate school,0
320000,2,1,42,0,0,0,0,0,0,9000,6000,3000,3000,3000,3000,197352,201913,103278,62891,64948,66961,1,graduate school,0
140000,2,2,26,0,0,0,0,0,0,5366,5087,3605,3894,3785,3304,101551,105246,104781,105334,107699,106828,2,university,1
430000,2,1,42,0,0,0,0,0,0,3243,3200,3185,3500,3500,3420,89395,90052,90604,91200,92134,92834,2,university,0
90000,2,2,26,0,0,0,0,0,0,3194,8823,0,7000,6660,10000,11181,11237,9442,5318,11928,15558,2,university,0
30000,1,2,39,0,0,0,0,0,0,1514,1278,671,870,879,0,28708,28285,26702,20115,18426,18013,2,university,0
130000,1,2,37,0,0,0,0,0,0,3857,3734,2924,3029,3009,3116,117471,104341,96395,82476,84205,84162,2,university,0
20000,2,2,22,0,0,2,0,0,0,2300,0,102,1500,0,0,5473,7492,4988,11680,6590,0,2,university,0
280000,1,2,47,0,0,0,0,0,0,20213,8003,9002,5000,5000,5000,229281,233992,186321,180598,20596,15311,2,university,0
50000,2,1,35,0,0,0,0,0,0,2000,2000,2000,2000,1000,1000,34265,34175,33392,28340,24384,22643,2,university,0
280000,1,2,31,0,0,0,0,0,0,4528,4340,3994,3968,4068,3966,136798,129735,118249,115422,114694,113047,2,university,0
20000,1,2,25,0,0,0,0,0,2,1500,1500,1400,2000,0,2500,17927,17384,13648,13924,15685,15292,2,university,0
150000,2,2,39,0,0,2,2,0,0,3221,1602,0,1000,1709,0,22724,21019,19890,19271,19037,20448,2,university,0
80000,1,1,41,0,0,0,0,0,0,2000,4000,1000,1000,1000,1000,12781,9994,10704,9201,6275,2678,2,university,0
260000,1,2,34,0,0,0,0,0,0,1503,2260,3030,170039,6227,6052,32324,24103,20158,12619,176498,172274,2,university,0
70000,2,2,23,0,0,0,0,0,0,1619,4000,1200,592,330,177,45743,38365,38988,38192,28775,16497,2,university,0
500000,2,1,28,0,0,0,0,0,0,1516,1300,1000,1000,2000,2000,22848,23638,18878,14937,13827,15571,3,high school,1
50000,2,1,40,0,0,0,0,0,0,2400,1206,1000,1000,1000,1000,49941,51213,12104,12898,13687,14458,3,high school,0
70000,2,1,57,0,0,0,0,0,0,2620,2730,1936,1700,1700,2000,67864,65062,66447,49103,45830,46769,3,high school,0
230000,2,1,47,0,0,0,0,0,0,7000,5665,4154,3300,3418,3600,182787,173108,163937,90980,91180,90260,3,high school,0
50000,1,2,46,0,0,0,0,0,0,1852,4050,676,730,866,3000,50297,46613,46666,20162,19864,19680,3,high school,1
80000,2,2,29,2,0,0,0,0,0,2661,2509,2500,3000,3000,3000,77416,75500,69313,67972,66800,68693,2,university,1
50000,2,2,24,2,0,0,0,0,0,1395,1424,1436,958,989,1128,23497,24197,25226,26238,26760,27318,2,university,0
100000,1,2,24,-1,0,0,0,0,0,1563,1673,1816,1213,1248,1212,33921,34920,36030,37173,35875,36263,1,graduate school,0
200000,1,1,31,0,0,0,0,0,0,6036,4002,4005,3002,1002,1002,160292,119080,113723,109447,75423,22919,1,graduate school,0
200000,1,2,31,0,0,0,0,0,0,6000,5769,5411,5603,6367,4500,151819,154914,157776,160520,163878,167872,1,graduate school,0
50000,1,2,34,0,0,0,0,0,-2,2100,1200,1000,0,0,0,43796,44423,29980,30000,0,0,1,graduate school,0
50000,2,2,24,0,0,0,0,0,0,5000,5000,5716,3000,2000,1500,35871,36312,35827,32834,29052,28288,1,graduate school,0
110000,2,1,51,0,0,0,0,0,0,3771,3656,3687,2476,2406,2427,103701,102318,92724,94573,65034,66241,1,graduate school,0
180000,2,2,27,0,0,0,0,0,0,5000,3371,6940,2800,2000,2000,101395,101607,98186,59451,49956,50133,1,graduate school,0
270000,2,2,31,0,0,0,0,0,0,6155,5382,3270,3377,3329,3553,167428,168827,148031,92943,94464,92899,1,graduate school,1
20000,2,2,23,0,0,0,0,0,0,1642,2000,1000,1730,587,208,16841,17676,18804,19037,20137,20160,1,graduate school,0
170000,1,2,24,0,0,0,0,0,2,6808,4625,3510,9100,0,3500,169883,171851,158426,96704,101555,97884,1,graduate school,0
80000,1,2,33,0,0,0,0,0,0,3300,4100,2000,0,0,0,73983,75454,77738,77235,76835,34751,1,graduate school,1
100000,1,2,32,0,0,0,0,0,0,3019,2600,3100,3000,3000,3000,81210,78785,69138,69604,69448,69744,1,graduate school,0
100000,1,1,52,0,0,0,0,0,0,2000,2000,1500,1093,2228,0,21641,22983,24290,25080,25768,27407,2,university,0
140000,2,1,27,0,0,0,0,0,0,5000,10000,5000,5000,5000,5000,125792,126771,132730,124689,105447,106704,2,university,0
220000,2,2,28,0,0,0,0,0,0,5012,2500,2000,2000,3000,3000,43436,46883,44179,44704,44997,45199,2,university,0
400000,2,1,41,0,0,0,0,0,0,2000,2002,2000,2000,3000,5000,10928,12730,14486,13419,14313,14524,2,university,0
220000,2,2,47,0,0,0,0,0,0,10000,6500,5000,5000,5000,5000,103078,111729,115173,116513,119370,121516,2,university,0
10000,1,2,24,0,0,0,0,0,-2,1145,1148,1021,0,0,0,7521,8519,8142,8235,0,0,2,university,0
340000,1,2,30,0,0,0,0,0,0,8100,8000,6102,6628,6517,4500,233770,216978,181217,172862,171353,170048,2,university,1
20000,2,1,34,0,0,0,-1,0,-1,1019,990,23965,371,7738,3638,17625,14841,492,23150,17883,7729,2,university,0
30000,1,2,28,0,0,0,0,0,0,1500,1600,1000,2100,1400,500,25198,25988,27107,27450,29193,27372,2,university,0
50000,1,2,31,0,0,0,0,0,0,2000,2000,3000,3000,0,0,40754,41588,43409,45919,48530,0,2,university,0
50000,2,1,39,0,0,0,0,0,0,1800,1500,1142,1200,1200,1200,30049,30147,28703,28918,29126,28643,2,university,0
50000,1,1,43,0,0,0,0,0,0,1374,1418,1295,677,669,686,25387,25435,23268,23365,19602,18462,2,university,0
30000,2,2,26,0,0,0,0,0,0,1700,1407,1200,2000,2000,1000,28063,29304,28047,26840,28271,28134,3,high school,0
10000,1,2,25,0,0,0,0,0,0,1294,2465,500,1000,500,0,6892,7915,10086,18714,9781,9979,3,high school,0
50000,2,2,26,0,0,0,0,0,0,1700,2000,3000,1500,1200,1136,35988,26708,25230,26999,27748,28351,3,high school,0
50000,2,2,25,0,0,0,0,0,0,2200,2000,2000,2000,3000,3000,43875,45052,44938,40655,40930,40146,1,graduate school,0
100000,2,2,24,0,0,0,0,0,0,3000,3600,3000,2500,2600,3000,76025,68016,63520,64825,65725,67183,1,graduate school,0
40000,2,2,27,0,0,0,0,0,0,5000,1522,10000,10000,15000,841,30923,26175,27251,29397,19650,23202,1,graduate school,0
100000,1,2,26,0,0,0,0,0,0,3500,4300,4400,4000,4700,5000,91189,93383,96301,90858,92724,96030,1,graduate school,0
210000,2,1,38,0,0,-1,-1,0,0,3000,4521,24000,10000,30000,6432,8420,8106,4168,23067,19972,45864,1,graduate school,0
390000,2,2,30,0,0,0,0,0,0,5000,2506,3000,2500,2000,2000,60819,61300,59328,57852,55903,53516,1,graduate school,0
140000,2,2,32,0,0,0,0,0,2,3562,4000,5445,20000,0,9010,97528,99468,101863,105575,122173,116266,1,graduate school,1
50000,2,1,49,0,0,0,0,0,0,1613,2000,1500,2000,1645,1064,34962,32275,31253,32014,33573,29645,2,university,0
50000,2,2,24,0,0,0,0,0,0,1672,1246,574,3000,649,285,49819,50135,32101,17401,19820,17399,2,university,0
220000,1,1,34,0,0,0,0,0,0,6500,4700,5000,5000,5000,10000,144544,137465,134420,132066,131319,130478,2,university,0
350000,1,2,36,0,0,0,0,0,0,10000,16000,6000,314,10000,7000,15061,23719,36582,40452,15203,20596,2,university,0
140000,1,2,24,0,0,0,0,0,0,4000,4000,3800,3000,3300,2300,103884,105697,101636,97298,77081,72592,2,university,0
50000,1,2,27,0,0,0,0,0,0,1700,2000,1700,1700,3400,1000,49321,47912,39421,40165,41198,43766,2,university,0
220000,2,3,50,0,0,0,0,0,0,5200,2000,2000,2000,3200,2001,127571,116768,55863,57079,51202,53195,2,university,0
90000,2,2,23,0,0,0,0,0,0,2500,3970,2500,2500,2500,1700,42105,43919,46812,44976,46406,47625,2,university,1
200000,2,2,22,0,0,0,0,0,2,7758,5001,15000,10800,5600,0,205736,199379,132963,145115,153040,155636,2,university,1
70000,2,1,33,0,0,0,0,0,0,53000,26017,40000,17000,24000,28000,66701,69907,67450,61902,19551,27831,2,university,0
110000,2,1,40,0,0,0,0,0,0,4000,2500,58000,2000,3000,3500,107035,110156,8871,66482,59578,57961,2,university,0
500000,1,3,53,0,0,0,0,0,0,12602,11000,4711,6000,11000,10000,415022,421996,426103,125218,126650,114473,3,high school,0
200000,2,1,29,0,0,0,0,0,0,7464,7889,6600,4602,4900,4726,203621,203424,199728,195609,131981,131294,3,high school,0
150000,1,2,44,0,0,0,0,0,0,5011,3045,70092,2521,3000,3000,65903,35916,34409,93241,67549,62479,3,high school,0
70000,2,1,42,0,0,0,0,0,0,3000,2000,295,1000,2000,1000,6489,9372,11179,8688,8295,10147,3,high school,0
30000,1,1,44,0,0,0,0,0,0,1500,1300,1000,1000,1000,1000,10056,11387,12192,12986,13775,14393,3,high school,0
140000,2,2,30,0,0,0,0,0,0,5000,5500,5000,4000,4500,4500,105732,99769,102682,102332,104544,107155,1,graduate school,0
30000,2,1,41,0,0,0,0,0,0,1450,1560,1350,1000,801,1000,26300,27308,28425,29233,21575,22029,1,graduate school,0
160000,2,1,28,0,0,0,0,0,0,2100,2100,2500,3000,2200,2200,54232,55456,56625,57757,59424,60631,2,university,0
50000,2,2,23,0,0,0,2,0,0,1190,2000,0,600,594,610,20821,11864,13094,12434,12429,12505,2,university,0
50000,2,2,32,0,0,0,0,0,0,1709,2004,7497,671,2000,6100,36211,28530,20084,18088,18476,20168,2,university,0
30000,2,1,22,0,0,0,0,0,0,1700,1500,700,700,500,1000,28622,28219,27764,27973,28576,12135,2,university,0
10000,2,2,34,0,0,0,0,0,-2,1300,1000,1166,0,0,0,8014,9170,9180,8300,0,0,2,university,0
240000,1,2,29,0,0,0,0,0,0,8891,12350,15969,7968,8700,17500,243774,242529,242079,243114,213930,219009,2,university,0
200000,2,1,29,0,0,0,0,0,0,4874,6690,7000,4500,5000,4682,118729,121398,125899,128933,129427,132338,2,university,0
70000,2,1,23,0,0,0,0,0,0,3200,3202,2989,1081,1099,1143,69951,70722,70815,63183,31633,31275,2,university,1
50000,1,2,32,0,0,0,0,0,0,3030,2124,646,828,1097,612,48536,41045,41532,18646,19183,19214,2,university,0
140000,1,1,41,0,0,0,0,0,0,12682,13265,17188,10000,15000,0,82309,92682,103265,117188,113368,119194,2,university,0
210000,1,1,48,0,0,0,0,0,0,8100,7000,4000,5000,105015,4100,186004,169351,163576,115854,111606,120885,2,university,0
80000,2,2,25,0,0,0,0,0,0,3500,3820,3220,4010,6700,7,83931,82122,81028,81331,60614,63153,2,university,0
50000,2,1,56,0,0,0,0,0,0,2407,2960,1029,1059,1073,1200,33197,34961,28913,29093,29306,29506,3,high school,0
90000,2,1,55,0,0,0,0,0,0,1402,1387,1028,816,804,987,23379,23715,24310,24561,22829,22486,3,high school,0
100000,2,2,50,0,0,2,0,0,0,7500,0,5001,3390,4000,10000,84027,88734,86369,89994,89681,89849,3,high school,0
50000,2,1,57,0,0,0,0,0,0,2100,2500,3820,1636,1501,1700,50990,49123,50820,50706,30636,30501,3,high school,1
320000,2,2,25,0,0,0,0,0,0,3084,3007,3031,2367,2450,2432,66497,68327,68759,69746,70040,71076,3,high school,0
150000,2,1,29,0,0,0,0,0,0,1200,1300,1000,1572,1000,1000,8902,9231,9124,9356,8572,9541,3,high school,0
50000,1,1,46,0,0,0,0,0,0,2200,2200,2000,1967,2002,1727,62315,60180,58108,55774,53589,51345,3,high school,0
510000,2,1,61,0,0,0,2,0,0,8500,17000,0,6508,50000,7000,187070,181733,192903,181801,178179,223100,3,high school,0
300000,1,1,56,0,0,0,0,0,-1,4052,6122,1987,2232,560,0,110350,102556,103834,99368,101600,560,3,high school,0
90000,2,2,24,-1,0,0,0,0,0,5000,5000,5000,5000,3600,2000,17524,22184,23270,27372,31905,34954,2,university,0
70000,2,2,24,0,0,0,0,0,0,3000,2190,2201,2181,2413,1952,63903,65248,62958,64209,59482,60883,1,graduate school,0
50000,2,2,26,0,0,0,0,0,0,1786,2162,1724,600,1000,47438,49392,50350,50154,49766,24492,22974,1,graduate school,0
50000,1,2,30,0,0,0,0,0,2,5000,2000,5000,5000,2010,9,43935,47744,40339,44377,48723,49841,1,graduate school,0
240000,1,1,53,0,0,0,0,0,0,9700,5000,5500,5500,5000,5000,232943,236437,133385,136654,136639,123951,1,graduate school,0
100000,1,2,30,0,0,0,0,0,0,4511,3711,3685,2797,2897,3046,100544,101167,101007,97862,79099,79812,1,graduate school,1
230000,2,1,31,0,0,-1,2,0,0,7005,3239,0,0,0,0,23526,12187,3239,3029,3029,800,1,graduate school,0
30000,2,2,26,0,0,0,0,0,0,1411,1522,621,795,715,1000,17893,19012,20123,20222,20796,19844,2,university,1
260000,1,2,32,0,0,0,0,0,0,4410,6500,9500,10000,9000,8000,106093,95060,90948,84986,84491,72248,2,university,0
50000,2,2,24,0,0,0,0,0,0,1700,1700,1501,1700,3400,0,39083,40150,41181,41996,43021,45700,2,university,1
90000,2,2,23,0,0,0,0,0,0,2000,2000,1000,1000,2000,2000,19204,12681,14155,14916,15673,17404,2,university,0
160000,2,1,32,0,0,0,0,0,0,10000,10018,15021,15000,20000,20000,18400,18699,26919,29801,40433,51329,2,university,0
50000,1,2,43,0,0,0,0,0,0,2000,1340,1298,827,676,707,29308,20491,20846,20247,19551,18617,2,university,1
90000,1,1,31,0,0,0,0,0,0,2471,2600,2633,3108,2052,1858,70329,69073,70561,72021,73912,58301,2,university,0
130000,2,1,39,0,0,0,0,0,0,3339,2892,2733,2752,3159,3000,93797,91523,88331,81192,78774,77117,2,university,0
60000,2,2,26,0,0,0,0,0,0,2400,2050,2011,1200,1400,1200,58117,53986,47413,36527,28170,28963,2,university,0
50000,2,1,45,0,0,0,0,0,0,1721,2321,1660,3000,1004,1003,49375,45390,46210,46549,20084,20264,2,university,0
100000,2,1,30,0,0,0,0,0,2,3700,3700,4148,6000,0,3000,100963,99679,101023,93514,79361,77373,2,university,1
50000,1,1,51,0,0,0,0,0,0,3000,2500,1985,1163,1256,1316,42257,44243,64104,33406,34104,34869,3,high school,0
220000,2,1,25,0,0,0,0,0,0,3500,4846,3000,3000,3000,10000,93674,123673,92036,93935,94607,93903,3,high school,0
230000,1,1,55,0,0,0,0,0,0,10012,10000,10000,10000,10000,10000,208273,214423,214585,170063,176893,183699,3,high school,0
200000,2,1,44,0,0,0,0,0,0,4000,3000,4000,4000,3000,3000,34760,37871,39879,42946,46141,46305,3,high school,0
50000,1,2,54,0,0,0,0,0,0,2212,2126,415,401,559,554,43099,44233,35147,12236,11013,11388,3,high school,0
50000,1,1,28,2,0,0,0,0,0,3000,2000,2000,2000,3000,1000,42435,44030,43979,31508,16519,19231,2,university,1
80000,1,2,24,2,0,0,2,0,0,3000,6107,0,1675,1895,2117,44507,46486,51876,48962,48614,49792,2,university,1
80000,2,1,28,2,0,0,0,0,0,2158,1708,1411,4,21,220,52062,49884,22348,22063,8723,7254,2,university,1
50000,2,1,25,-1,0,0,0,0,0,3941,1432,1000,2000,2036,404,42726,43072,34984,30090,23820,18012,2,university,1
290000,2,1,50,0,0,0,0,0,0,7000,10009,5000,5000,5000,10000,165563,128747,120469,78892,81561,83687,1,graduate school,0
290000,1,1,40,0,0,0,0,0,0,4000,4250,5000,3241,3500,7000,98441,95169,93718,89712,82809,76334,1,graduate school,0
140000,2,1,37,0,0,0,0,0,0,6703,6120,4015,4042,4057,4012,135134,139178,139900,109665,108129,108067,1,graduate school,0
380000,2,1,33,0,0,0,0,0,0,4677,130533,7609,12000,7000,6000,112926,108573,216399,213259,203377,185056,1,graduate school,0
180000,2,1,41,0,0,0,0,0,-1,5000,6000,10000,15000,23000,5445,55193,48257,42128,39654,42954,22543,1,graduate school,0
240000,2,2,28,0,0,0,0,0,0,5500,5036,4000,6200,5500,5000,133230,136579,139281,132487,107437,109237,1,graduate school,0
250000,2,1,53,0,0,0,0,0,0,9011,8146,6000,13003,11867,17186,252916,251830,245429,186620,193003,191867,1,graduate school,0
20000,2,2,23,0,0,0,0,0,0,1500,1600,700,1000,1000,1000,17165,18387,19573,19504,19642,20128,1,graduate school,0
80000,2,1,37,0,0,0,0,0,0,4369,3343,3137,2914,3151,3320,104989,100150,94413,89400,84271,79502,1,graduate school,0
210000,2,1,30,0,0,0,0,0,0,4002,5000,3500,3000,2700,5000,104701,106134,108423,91143,82733,74125,2,university,0
100000,2,2,25,0,0,0,0,0,0,3600,3000,2700,2800,3000,2800,98349,97473,91096,76371,77162,78084,2,university,0
160000,2,1,49,0,0,0,0,0,0,4000,3000,1000,1000,1000,1000,76445,78013,19007,19392,19928,20445,2,university,0
360000,1,2,31,0,0,0,0,0,0,14128,11208,6554,7248,7122,6144,281600,281178,265549,244053,239088,193401,2,university,1
260000,2,2,40,0,0,0,0,0,0,13000,6500,0,124479,6000,6500,241565,244619,127074,14,124493,128463,2,university,0
20000,1,2,47,0,0,2,0,0,0,1900,1000,1000,1000,1864,1000,14591,16254,16686,17406,18123,19680,2,university,0
10000,1,2,27,0,0,0,0,0,2,2296,1139,477,830,0,1241,16944,8261,9252,9590,10129,8932,2,university,1
100000,1,2,22,0,0,0,0,0,0,2548,2625,2451,890,1056,912,35986,36663,36218,38044,37222,37740,2,university,0
120000,1,2,32,0,0,0,0,0,-1,4100,6000,5000,5000,58895,5000,114476,113995,116574,117041,50980,51285,2,university,0
